 #  |            identifier             |typ|     coord1 (ICRS,J2000/2000)      |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|-----------------------------------|---------|---------|---------|---------|---------|---------------|----|----
189 |[DHG2019] 487                      |WV*|253.42462 -41.28578                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
190 |V* AO Crt                          |WV*|178.2581506111200 -23.2164356888500|     ~   |13.8     |12.54    |     ~   |     ~   |~              |   6|   0
191 |CRTS J204637.5-005849              |WV*|311.656617100 -00.980552500        |     ~   |15.803   |15.250   |15.090   |     ~   |~              |   4|   0
192 |PSO J009.7245+40.8897              |WV*|009.7245586850000 +40.8896319781000|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
193 |[FRS2006] WeCAPP V00558            |WV*|010.7161755454671 +41.1402076286053|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
194 |OGLE BLG-T2CEP-787                 |WV*|268.0453666755899 -34.8653832159000|     ~   |     ~   |15.008   |     ~   |13.572   |~              |   5|   0
195 |OGLE LMC148.3 131                  |WV*|070.6414672659600 -68.6176927832000|     ~   |     ~   |16.632   |     ~   |15.711   |~              |   6|   0
196 |OGLE GD-T2CEP-283                  |WV*|280.20137 -04.71981                |     ~   |     ~   |     ~   |     ~   |14.181   |~              |   1|   0
197 |OGLE BLG-T2CEP-999                 |WV*|263.11487 -39.40592                |     ~   |     ~   |     ~   |     ~   |16.220   |~              |   2|   0
198 |[DHG2019] 270                      |WV*|236.54325 -53.86786                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
199 |OGLE BLG-T2CEP-952                 |WV*|257.8914356045700 -37.0345052397600|     ~   |     ~   |     ~   |     ~   |16.426   |~              |   2|   0
200 |OGLE BLG-T2CEP-8                   |WV*|261.0871920299900 -27.9303351779300|     ~   |     ~   |17.765   |     ~   |15.970   |~              |   8|   0
201 |ATO J296.5672+19.6668              |WV*|296.5672591334100 +19.6668582869600|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   4|   0
202 |V* V420 Cen                        |WV*|174.9597455819300 -47.9642276227500|     ~   |10.34    |9.77     |     ~   |     ~   |~              |  30|   0
203 |OGLE BLG-T2CEP-207                 |WV*|269.2788971455000 -33.7445248610900|     ~   |     ~   |15.886   |     ~   |14.663   |~              |   6|   0
204 |[FRS2006] WeCAPP V10983            |WV*|010.552417 +41.256500              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
205 |PSO J011.5855+42.0045              |WV*|011.58557170000 +42.00449104000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
206 |[DHG2019] 370                      |WV*|245.96550 -49.05531                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
207 |OGLE BLG-T2CEP-197                 |WV*|269.1044623985499 -28.0881226473100|     ~   |     ~   |16.383   |     ~   |13.879   |~              |   8|   0
208 |Gaia DR3 2008121927881687168       |WV*|339.7104373341196 +58.0074617950081|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
209 |OGLE BLG-T2CEP-958                 |WV*|258.4484045374900 -39.4745734411300|     ~   |     ~   |     ~   |     ~   |15.834   |~              |   2|   0
210 |[DHG2019] 1109                     |WV*|268.61487 -25.53319                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
211 |OGLE BLG-T2CEP-876                 |WV*|270.9823879730300 -24.6990529143100|     ~   |     ~   |     ~   |     ~   |17.462   |~              |   6|   0
212 |BASW 145                           |WV*|010.63068800000 +41.00998585000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   3|   0
213 |OGLE BLG-T2CEP-839                 |WV*|269.2710962689300 -27.7991205494900|     ~   |     ~   |     ~   |     ~   |17.900   |~              |   5|   0
214 |[FRS2006] WeCAPP V21298            |WV*|010.728375 +41.361750              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
215 |[DHG2019] 719                      |WV*|261.46221 -34.38308                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
216 |CRTS J181607.7-554355              |WV*|274.0312669060900 -55.7322888419400|     ~   |     ~   |14.65    |     ~   |     ~   |~              |   3|   0
217 |OGLE GD-T2CEP-57                   |WV*|215.7479427189100 -64.1272708429900|     ~   |     ~   |15.237   |     ~   |13.339   |~              |   2|   0
218 |PSO J010.7663+40.7495              |WV*|010.76624006000 +40.74955277000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
219 |OGLE BLG-T2CEP-955                 |WV*|258.2536220909554 -34.8253449574289|     ~   |     ~   |     ~   |     ~   |14.973   |~              |   2|   0
220 |UCAC2 895326                       |WV*|214.6508329433800 -74.2010299294100|     ~   |12.70    |11.68    |11.402   |10.67    |~              |   4|   0
221 |OGLE BLG-T2CEP-1021                |WV*|268.76329 -20.29625                |     ~   |     ~   |     ~   |     ~   |16.495   |~              |   2|   0
222 |OGLE GD-T2CEP-300                  |WV*|285.3260370345957 +16.0514362778194|     ~   |     ~   |     ~   |     ~   |16.061   |~              |   2|   0
223 |OGLE BLG-T2CEP-630                 |WV*|265.7159422593800 -26.7398570868700|     ~   |     ~   |20.308   |     ~   |16.822   |~              |   5|   0
224 |Gaia DR3 4143421161676333824       |WV*|270.0895554210267 -18.6584473887258|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
225 |OGLE BLG-T2CEP-920                 |WV*|275.2302394053099 -23.8399909606800|     ~   |     ~   |15.826   |     ~   |14.685   |~              |   5|   0
226 |OGLE GD-T2CEP-125                  |WV*|254.1817643762499 -42.7589095403700|     ~   |     ~   |17.981   |     ~   |15.601   |~              |   2|   0
227 |[BCM2019] b333 51 74704            |WV*|265.312665 -29.511302              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
228 |[DHG2019] 1081                     |WV*|268.02525 -24.76628                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
229 |V* V2793 Sgr                       |WV*|273.8566718597600 -31.0693234440500|     ~   |     ~   |     ~   |     ~   |11.030   |~              |   5|   0
230 |OGLE BLG-T2CEP-505                 |WV*|264.2573684833300 -28.1516895644800|     ~   |     ~   |20.805   |     ~   |17.528   |~              |   5|   0
231 |[DHG2019] 614                      |WV*|259.63983 -36.06653                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
232 |OGLE BLG-T2CEP-683                 |WV*|266.4184658002600 -27.2594054911500|     ~   |     ~   |     ~   |     ~   |18.791   |~              |   5|   0
233 |Gaia DR3 2058811471197043200       |WV*|302.0180673004913 +35.1749928190383|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
234 |[DHG2019] 813                      |WV*|263.65679 -32.93011                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
235 |[DHG2019] 986                      |WV*|266.68925 -30.61331                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
236 |OGLE BLG-T2CEP-812                 |WV*|268.5157500023499 -23.9650975483300|     ~   |     ~   |19.536   |     ~   |15.411   |~              |   6|   0
237 |ATO J260.4392-15.5935              |WV*|260.4391968957400 -15.5935122113500|     ~   |     ~   |     ~   |     ~   |11.961   |~              |   4|   0
238 |Gaia DR3 2060555781967222400       |WV*|304.3082086139672 +36.6771667238353|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
239 |V* KT Sco                          |WV*|242.8120774689700 -16.8611515618700|     ~   |     ~   |12.48    |     ~   |     ~   |~              |  15|   0
240 |Cl* NGC 6205 SAW V2                |WV*|250.3995845373700 +36.4634761907600|     ~   |13.63    |13.01    |     ~   |     ~   |A8-F8          |  34|   0
241 |OGLE BLG-T2CEP-521                 |WV*|264.4558147518300 -33.2405637808900|     ~   |     ~   |     ~   |     ~   |18.012   |~              |   6|   0
242 |OGLE BLG-T2CEP-690                 |WV*|266.5076245931500 -27.1436756364400|     ~   |     ~   |     ~   |     ~   |17.696   |~              |   6|   0
243 |V* V5606 Sgr                       |WV*|268.3718716357200 -29.8146234251800|     ~   |     ~   |16.643   |     ~   |14.862   |~              |   6|   0
244 |CRTS J223125.1-042605              |WV*|337.85468 -04.43479                |     ~   |     ~   |17.15    |     ~   |     ~   |~              |   3|   0
245 |[BCM2019] b333 68 48209            |WV*|266.376047 -29.654171              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
246 |OGLE BLG-T2CEP-293                 |WV*|271.5042857501000 -31.7031229684300|     ~   |     ~   |14.909   |     ~   |13.569   |~              |   8|   0
247 |[DHG2019] 1040                     |WV*|267.55837 -27.35764                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
248 |V* V2944 Sgr                       |WV*|274.5375661113900 -32.9881662185900|     ~   |     ~   |     ~   |     ~   |12.158   |~              |   5|   0
249 |[BCM2019] b333 316 53426           |WV*|266.529948 -29.084126              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
250 |OGLE BLG-T2CEP-877                 |WV*|271.1162057499000 -25.6659786441700|     ~   |     ~   |19.827   |     ~   |16.386   |~              |   5|   0
251 |OGLE BLG-T2CEP-460                 |WV*|263.7112131344600 -30.2919111725800|     ~   |     ~   |21.592   |     ~   |17.131   |~              |   5|   0
252 |PSO J011.3934+41.6662              |WV*|011.39344 +41.66627                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
253 |V* V2739 Oph                       |WV*|263.8713833366000 -26.9314582360100|     ~   |     ~   |17.966   |     ~   |15.774   |~              |   8|   0
254 |IRAS 10081-6359                    |WV*|152.4042485295200 -64.2299753302700|     ~   |     ~   |14.36    |     ~   |13.189   |~              |   1|   0
255 |[DHG2019] 1250                     |WV*|271.26846 -21.43619                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
256 |[BCM2019] b333 14 57983            |WV*|266.129086 -30.057827              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
257 |OGLE BLG-T2CEP-372                 |WV*|261.6214104697400 -28.2313451273900|     ~   |     ~   |17.150   |     ~   |14.737   |~              |   6|   0
258 |V* V1525 Sco                       |WV*|268.3950160721100 -30.2110931397000|     ~   |     ~   |16.870   |     ~   |14.855   |~              |   9|   0
259 |OGLE BLG-T2CEP-1133                |WV*|257.4528146507837 -30.2778408879433|     ~   |     ~   |     ~   |     ~   |14.424   |~              |   1|   0
260 |V* GP Aur                          |WV*|096.5766116859200 +42.6989398927300|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   4|   0
261 |OGLE BLG-T2CEP-585                 |WV*|265.1820622116799 -26.9952364741600|     ~   |     ~   |19.973   |     ~   |16.888   |~              |   5|   0
262 |OGLE BLG-T2CEP-275                 |WV*|270.6149073060200 -30.4261964751800|     ~   |     ~   |14.521   |     ~   |12.998   |~              |   8|   0
263 |OGLE BLG-T2CEP-412                 |WV*|262.8722383009288 -30.8050183699344|     ~   |     ~   |17.011   |     ~   |14.252   |~              |   8|   0
264 |V* V1303 Sgr                       |WV*|277.2276344728800 -26.7613201413100|     ~   |13.01    |     ~   |     ~   |     ~   |~              |  16|   0
265 |OGLE BLG-T2CEP-76                  |WV*|267.4493701528907 -23.1358556723528|     ~   |     ~   |18.138   |     ~   |15.828   |~              |   7|   0
266 |ZTF J014249.74+552131.0            |WV*|025.7072776290100 +55.3586084564400|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   4|   0
267 |OGLE GD-T2CEP-187                  |WV*|129.8721756391300 -40.2289039654800|     ~   |     ~   |16.549   |     ~   |13.24    |~              |   2|   0
268 |OGLE BLG-T2CEP-1101                |WV*|255.2957097687400 -30.1331588233400|     ~   |     ~   |     ~   |     ~   |12.065   |~              |   3|   0
269 |OGLE LMC-T2CEP-110                 |WV*|080.5812165591642 -68.8972127950600|     ~   |     ~   |17.649   |17.153   |16.763   |~              |  11|   0
270 |OGLE GD-T2CEP-273                  |WV*|257.66079 -43.01392                |     ~   |     ~   |17.575   |     ~   |14.644   |~              |   1|   0
271 |OGLE BLG-T2CEP-376                 |WV*|262.0113924646699 -29.9590946412700|     ~   |     ~   |18.456   |     ~   |16.329   |~              |   5|   0
272 |ATO J107.1921-21.6915              |WV*|107.1921620182959 -21.6915440834158|     ~   |15.784   |15.287   |15.250   |14.648   |~              |   2|   0
273 |OGLE BLG-T2CEP-1250                |WV*|267.55354 -37.05500                |     ~   |     ~   |14.891   |     ~   |13.18    |~              |   7|   0
274 |[DHG2019] 595                      |WV*|259.03396 -37.75011                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
275 |OGLE LMC-T2CEP-124                 |WV*|081.7325233992900 -68.8649841847000|     ~   |19.1     |18.614   |     ~   |17.889   |~              |  10|   0
276 |CRTS J075812.7-500042              |WV*|119.5529832785113 -50.0119801336008|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
277 |OGLE BLG-T2CEP-507                 |WV*|264.2782476687700 -29.2752421586300|     ~   |     ~   |21.178   |     ~   |17.435   |~              |   5|   0
278 |PSO J009.8871+41.1670              |WV*|009.8869751768400 +41.1669848304000|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
279 |OGLE BLG-T2CEP-742                 |WV*|267.3279005052199 -32.4826306964900|     ~   |     ~   |18.658   |     ~   |15.644   |~              |   6|   0
280 |OGLE BLG-T2CEP-688                 |WV*|266.4523593968900 -32.3608351701900|     ~   |     ~   |     ~   |     ~   |17.402   |~              |   6|   0
281 |OGLE BLG-T2CEP-773                 |WV*|267.7752012203100 -28.9062485827400|     ~   |     ~   |     ~   |     ~   |18.408   |~              |   6|   0
282 |[DHG2019] 1121                     |WV*|268.73250 -26.38014                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
283 |[DHG2019] 1038                     |WV*|267.55038 -28.93264                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
284 |Gaia DR3 1825137526314653056       |WV*|294.1363756800491 +18.7798140779822|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
285 |V* AA Gru                          |WV*|342.4821821073100 -46.3579808783600|     ~   |     ~   |     ~   |     ~   |     ~   |~              |  10|   0
286 |OGLE LMC-SC19 74281                |WV*|085.9059434134500 -70.6346970481300|     ~   |     ~   |16.972   |     ~   |16.193   |~              |  11|   0
